point0-x,point0-y,time,
0.184603,-0.0195626,0.71,
0.185017,-0.0199675,0.72,
0.184921,-0.0202953,0.73,
0.184513,-0.0205269,0.74,
0.183889,-0.0206241,0.75,
0.182935,-0.0204795,0.76,
0.181774,-0.0200562,0.77,
0.180542,-0.0194544,0.78,
0.179155,-0.0188086,0.79,
0.177464,-0.0182178,0.8,
0.175433,-0.0176821,0.81,
0.173285,-0.0172299,0.82,
0.171153,-0.0168997,0.83,
0.168817,-0.0166366,0.84,
0.166116,-0.0162723,0.85,
0.163085,-0.0156845,0.86,
0.159938,-0.0149497,0.87,
0.157007,-0.0142189,0.88,
0.154363,-0.0135442,0.89,
0.151841,-0.0128818,0.9,
0.14946,-0.0123169,0.91,
0.147219,-0.0119551,0.92,
0.144823,-0.0117544,0.93,
0.142194,-0.0115561,0.94,
0.139574,-0.0112949,0.95,
0.136924,-0.010998,0.96,
0.13406,-0.0106524,0.97,
0.130969,-0.0101873,0.98,
0.127753,-0.00958044,0.99,
0.124705,-0.00899172,1,
0.12192,-0.00854783,1.01,
0.119141,-0.00820135,1.02,
0.116147,-0.00783047,1.03,
0.112747,-0.00741229,1.04,
0.108944,-0.00700303,1.05,
0.104861,-0.00659496,1.06,
0.100471,-0.00606925,1.07,
0.0959747,-0.00541478,1.08,
0.0916362,-0.00480959,1.09,
0.0873413,-0.00429608,1.1,
0.0830203,-0.00378978,1.11,
0.0789365,-0.0032966,1.12,
0.0752369,-0.00291253,1.13,
0.0717279,-0.0026665,1.14,
0.0681604,-0.00247176,1.15,
0.0643809,-0.00221791,1.16,
0.0604146,-0.00192014,1.17,
0.0565787,-0.00169732,1.18,
0.0530727,-0.00153375,1.19,
0.049899,-0.00132432,1.2,
0.0471164,-0.00107759,1.21,
0.0446765,-0.00092037,1.22,
0.0424546,-0.000866676,1.23,
0.0402949,-0.000805567,1.24,
0.0380865,-0.000690553,1.25,
0.0359497,-0.0006139,1.26,
0.0337515,-0.00061129,1.27,
0.031137,-0.000576369,1.28,
0.0282492,-0.000453486,1.29,
0.025461,-0.000307872,1.3,
0.0229285,-0.000244322,1.31,
0.0207241,-0.000223803,1.32,
0.0187431,-0.000140812,1.33,
0.0167289,-1.36164e-05,1.34,
0.0146324,2.89808e-05,1.35,
0.0124735,8.33587e-06,1.36,
0.0101693,3.63645e-05,1.37,
0.00781518,0.000101026,1.38,
0.00561693,0.000121791,1.39,
0.00360424,5.95647e-05,1.4,
0.00175562,1.63485e-05,1.41,
0.000189963,5.51536e-05,1.42,
-0.000787912,9.95355e-05,1.43,
-0.00105878,7.57228e-05,1.44,
-0.000987869,4.33999e-05,1.45,
-0.000912287,8.42584e-05,1.46,
-0.00084266,0.000143467,1.47,
-0.000777328,0.000116764,1.48,
-0.000648463,5.05907e-05,1.49,
-0.000273445,5.89243e-05,1.5,
0.000357349,0.000110799,1.51,
0.00123289,0.00011764,1.52,
0.00243403,6.88484e-05,1.53,
0.00380617,5.20487e-05,1.54,
0.00521985,9.82188e-05,1.55,
0.00682703,0.00011024,1.56,
0.0085018,2.93963e-05,1.57,
0.00987159,-3.78563e-05,1.58,
0.0108102,-7.40726e-06,1.59,
0.0114925,2.94987e-05,1.6,
0.0122994,-1.38806e-05,1.61,
0.0134033,-6.96686e-05,1.62,
0.0147379,-5.36546e-05,1.63,
0.0163666,-1.44668e-05,1.64,
0.0182204,-4.33368e-05,1.65,
0.0201368,-0.000130847,1.66,
0.0221428,-0.000171634,1.67,
0.0242139,-0.000164113,1.68,
0.0263248,-0.00020876,1.69,
0.0285582,-0.000334694,1.7,
0.0308545,-0.000446494,1.71,
0.0331616,-0.000482891,1.72,
0.0358068,-0.000559481,1.73,
0.0391418,-0.00075266,1.74,
0.0429747,-0.000970238,1.75,
0.0469613,-0.00113952,1.76,
0.0509532,-0.00132434,1.77,
0.0548195,-0.00158713,1.78,
0.0585453,-0.00189343,1.79,
0.0621212,-0.00214801,1.8,
0.0655669,-0.00235865,1.81,
0.0690181,-0.00266559,1.82,
0.0724343,-0.00305681,1.83,
0.0758002,-0.00341483,1.84,
0.0792366,-0.00372211,1.85,
0.0827385,-0.00406198,1.86,
0.0863646,-0.00446498,1.87,
0.0899753,-0.00481802,1.88,
0.0931106,-0.00502025,1.89,
0.0957272,-0.00515634,1.9,
0.0981924,-0.00536824,1.91,
0.100671,-0.00564263,1.92,
0.103194,-0.00590982,1.93,
0.105893,-0.00621997,1.94,
0.108809,-0.00666553,1.95,
0.111885,-0.00718449,1.96,
0.115092,-0.00764002,1.97,
0.118386,-0.00800155,1.98,
0.121738,-0.00838032,1.99,
0.125116,-0.0087984,2,
0.128323,-0.00918008,2.01,
0.131245,-0.00953676,2.02,
0.134008,-0.00997289,2.03,
0.136885,-0.0105966,2.04,
0.14011,-0.0113695,2.05,
0.143471,-0.0121312,2.06,
0.146632,-0.0128074,2.07,
0.149646,-0.0134595,2.08,
0.152506,-0.0140148,2.09,
0.155007,-0.0143473,2.1,
0.157187,-0.0145266,2.11,
0.159121,-0.0147312,2.12,
0.160733,-0.0149979,2.13,
0.162032,-0.0152754,2.14,
0.163067,-0.0155624,2.15,
0.163946,-0.0158785,2.16,
0.16493,-0.0162432,2.17,
0.166022,-0.0165329,2.18,
0.166926,-0.0165855,2.19,
0.16747,-0.0164262,2.2,
0.16773,-0.0162017,2.21,
0.167972,-0.0159993,2.22,
0.168263,-0.0158463,2.23,
0.168435,-0.0157964,2.24,
0.168594,-0.0159541,2.25,
0.168854,-0.0162901,2.26,
0.169051,-0.0166222,2.27,
0.169163,-0.0168431,2.28,
0.169378,-0.0169724,2.29,
0.169702,-0.0170165,2.3,
0.169975,-0.0169168,2.31,
0.170036,-0.0166931,2.32,
0.169746,-0.0164527,2.33,
0.169247,-0.0163398,2.34,
0.16883,-0.0164117,2.35,
0.168338,-0.0165641,2.36,
0.167479,-0.016683,2.37,
0.166271,-0.0167285,2.38,
0.164809,-0.0166137,2.39,
0.163147,-0.0162594,2.4,
0.161256,-0.0156768,2.41,
0.159198,-0.014957,2.42,
0.157174,-0.0142815,2.43,
0.155019,-0.0136643,2.44,
0.152486,-0.0130832,2.45,
0.149748,-0.0126469,2.46,
0.146987,-0.012352,2.47,
0.144254,-0.012092,2.48,
0.141495,-0.0117653,2.49,
0.138507,-0.011299,2.5,
0.135334,-0.0106977,2.51,
0.132337,-0.0100486,2.52,
0.129664,-0.00941003,2.53,
0.12714,-0.00882836,2.54,
0.124732,-0.00838112,2.55,
0.122484,-0.00812457,2.56,
0.120181,-0.00798779,2.57,
0.117631,-0.00787122,2.58,
0.114897,-0.00773678,2.59,
0.112194,-0.00755164,2.6,
0.109599,-0.00727421,2.61,
0.106844,-0.00685494,2.62,
0.103862,-0.00634652,2.63,
0.100902,-0.00583399,2.64,
0.0980621,-0.00538745,2.65,
0.0953382,-0.0050465,2.66,
0.0925303,-0.0047895,2.67,
0.0893305,-0.00455932,2.68,
0.0858216,-0.00434142,2.69,
0.0821489,-0.00408773,2.7,
0.0782123,-0.00373702,2.71,
0.0741807,-0.00332014,2.72,
0.0704331,-0.00286956,2.73,
0.0669654,-0.00242722,2.74,
0.0635607,-0.00201496,2.75,
0.0602032,-0.00167973,2.76,
0.0570667,-0.00145346,2.77,
0.0542784,-0.00133992,2.78,
0.0516399,-0.00130391,2.79,
0.0488683,-0.00128006,2.8,
0.0459903,-0.00122696,2.81,
0.0431881,-0.00113077,2.82,
0.0406431,-0.000985801,2.83,
0.0384755,-0.000796142,2.84,
0.036624,-0.000608405,2.85,
0.0350795,-0.000440395,2.86,
0.0338383,-0.000341125,2.87,
0.0325573,-0.000325444,2.88,
0.0310144,-0.000358768,2.89,
0.0294779,-0.000421987,2.9,
0.0280455,-0.000495781,2.91,
0.0264294,-0.000532348,2.92,
0.0245465,-0.000491904,2.93,
0.0226039,-0.000384909,2.94,
0.0208484,-0.000237295,2.95,
0.0194554,-8.61683e-05,2.96,
0.0182837,3.67089e-05,2.97,
0.0171417,0.000108091,2.98,
0.0160154,0.000125263,2.99,
0.0148036,7.93397e-05,3,
0.0134762,-5.15553e-06,3.01,
0.0121129,-8.64444e-05,3.02,
0.0108767,-0.000130341,3.03,
0.0100582,-0.000128274,3.04,
0.009569,-8.72623e-05,3.05,
0.00916847,7.77407e-06,3.06,
0.00912808,0.000111815,3.07,
0.00971365,0.0001874,3.08,
0.0107066,0.000212796,3.09,
0.0117729,0.000168039,3.1,
0.0127863,7.58849e-05,3.11,
0.0137338,-2.68446e-05,3.12,
0.014695,-0.000129535,3.13,
0.0157974,-0.000209984,3.14,
0.0170669,-0.000224552,3.15,
0.0185993,-0.000197417,3.16,
0.0204611,-0.000157908,3.17,
0.0224001,-0.00013536,3.18,
0.0242339,-0.000139541,3.19,
0.0260195,-0.000187137,3.2,
0.0278574,-0.000290839,3.21,
0.0296865,-0.000431393,3.22,
0.0311394,-0.000567725,3.23,
0.0322131,-0.000657254,3.24,
0.0333898,-0.000704662,3.25,
0.0348225,-0.000725183,3.26,
0.0364791,-0.000729282,3.27,
0.0384544,-0.000713313,3.28,
0.0406621,-0.000717851,3.29,
0.0429715,-0.000775918,3.3,
0.0453072,-0.000893123,3.31,
0.0475663,-0.00104832,3.32,
0.0498318,-0.00123253,3.33,
0.0523266,-0.00144001,3.34,
0.0550065,-0.00165894,3.35,
0.0576704,-0.00187034,3.36,
0.0604387,-0.00204013,3.37,
0.0636304,-0.00221828,3.38,
0.0673235,-0.00245627,3.39,
0.0712245,-0.00274546,3.4,
0.074985,-0.00304942,3.41,
0.0785859,-0.00338633,3.42,
0.0820194,-0.0037661,3.43,
0.0851217,-0.00415571,3.44,
0.0880226,-0.0045294,3.45,
0.0909406,-0.00489344,3.46,
0.093874,-0.00525162,3.47,
0.0968151,-0.00560114,3.48,
0.0996856,-0.00593632,3.49,
0.102429,-0.00620082,3.5,
0.105258,-0.00645102,3.51,
0.108192,-0.00674414,3.52,
0.110815,-0.00700855,3.53,
0.112947,-0.00720496,3.54,
0.11482,-0.00739922,3.55,
0.116665,-0.00764878,3.56,
0.118604,-0.00796139,3.57,
0.120668,-0.00830351,3.58,
0.122965,-0.00865365,3.59,
0.125564,-0.00903637,3.6,
0.128211,-0.00942668,3.61,
0.130768,-0.00977537,3.62,
0.133358,-0.0100781,3.63,
0.135957,-0.0103841,3.64,
0.138481,-0.0107525,3.65,
0.1408,-0.0111788,3.66,
0.142787,-0.0115999,3.67,
0.144682,-0.0120556,3.68,
0.146833,-0.0126243,3.69,
0.149141,-0.0132374,3.7,
0.151313,-0.0137511,3.71,
0.153345,-0.0141246,3.72,
0.155203,-0.0143895,3.73,
0.156682,-0.0145547,3.74,
0.157764,-0.0146227,3.75,
0.158567,-0.014614,3.76,
0.159189,-0.0146464,3.77,
0.159616,-0.0147875,3.78,
0.159707,-0.0149397,3.79,
0.159603,-0.0150484,3.8,
0.159569,-0.0151088,3.81,
0.15965,-0.0151238,3.82,
0.159804,-0.0150757,3.83,
0.159768,-0.0148651,3.84,
0.159401,-0.0144981,3.85,
0.15898,-0.0141747,3.86,
0.158561,-0.0140041,3.87,
0.158026,-0.013934,3.88,
0.157532,-0.0139479,3.89,
0.157176,-0.0140871,3.9,
0.1568,-0.0143044,3.91,
0.156306,-0.0144461,3.92,
0.15581,-0.0144244,3.93,
0.155423,-0.0142654,3.94,
0.155108,-0.0140571,3.95,
0.154659,-0.0138293,3.96,
0.153855,-0.0135511,3.97,
0.15275,-0.0132739,3.98,
0.151502,-0.0131364,3.99,
0.150161,-0.0131594,4,
0.148685,-0.0131863,4.01,
0.146926,-0.0130579,4.02,
0.144935,-0.0127955,4.03,
0.142843,-0.0124356,4.04,
0.140509,-0.0118912,4.05,
0.138021,-0.0111752,4.06,
0.135652,-0.0104531,4.07,
0.133251,-0.00986446,4.08,
0.130596,-0.00940588,4.09,
0.127723,-0.00902861,4.1,
0.124739,-0.00870778,4.11,
0.121817,-0.00848433,4.12,
0.11905,-0.00831997,4.13,
0.116304,-0.00803371,4.14,
0.113506,-0.00755575,4.15,
0.11079,-0.00701517,4.16,
0.108263,-0.00652054,4.17,
0.105944,-0.00607001,4.18,
0.103751,-0.00567296,4.19,
0.101628,-0.00539739,4.2,
0.0995513,-0.00532518,4.21,
0.0972839,-0.00535732,4.22,
0.0947227,-0.00530874,4.23,
0.092177,-0.00516425,4.24,
0.0897827,-0.00499019,4.25,
0.0873786,-0.00474362,4.26,
0.0848984,-0.00435298,4.27,
0.0823292,-0.00385855,4.28,
0.079679,-0.00341576,4.29,
0.0770879,-0.00312954,4.3,
0.074524,-0.00294316,4.31,
0.0717411,-0.00277619,4.32,
0.0687354,-0.0026445,4.33,
0.0655988,-0.00258037,4.34,
0.062318,-0.00247283,4.35,
0.059028,-0.00221565,4.36,
0.0559547,-0.00185163,4.37,
0.0532398,-0.00151659,4.38,
0.0508125,-0.00123987,4.39,
0.0483895,-0.000950749,4.4,
0.046029,-0.000718432,4.41,
0.0439526,-0.000656625,4.42,
0.0420493,-0.000742972,4.43,
0.0402454,-0.00085672,4.44,
0.0385006,-0.00090182,4.45,
0.0367318,-0.000885622,4.46,
0.0351257,-0.000859067,4.47,
0.0338548,-0.000759825,4.48,
0.0328471,-0.0005374,4.49,
0.0320745,-0.00030862,4.5,
0.0315443,-0.000207781,4.51,
0.0310187,-0.000225778,4.52,
0.0302264,-0.000263154,4.53,
0.0292702,-0.000326957,4.54,
0.0283452,-0.00047123,4.55,
0.0274661,-0.000628139,4.56,
0.0265217,-0.0006682,4.57,
0.0254494,-0.000553113,4.58,
0.0244599,-0.000377477,4.59,
0.0237046,-0.000231634,4.6,
0.0231302,-8.72318e-05,4.61,
0.0227515,7.15049e-05,4.62,
0.0224132,0.000134442,4.63,
0.0219733,3.37352e-05,4.64,
0.0215487,-0.000138794,4.65,
0.0211008,-0.000259926,4.66,
0.0207124,-0.000330766,4.67,
0.0207494,-0.000389766,4.68,
0.0212263,-0.000400544,4.69,
0.0218856,-0.00029455,4.7,
0.0227165,-0.000105874,4.71,
0.0238705,1.37795e-05,4.72,
0.0253666,-1.08856e-06,4.73,
0.0270543,-8.35397e-05,4.74,
0.0287246,-0.000184549,4.75,
0.0302964,-0.000363546,4.76,
0.0318254,-0.000616075,4.77,
0.0333665,-0.000821776,4.78,
0.0350276,-0.000888453,4.79,
0.0369123,-0.000882042,4.8,
0.0389806,-0.000890532,4.81,
0.0411683,-0.000898358,4.82,
0.0433018,-0.000887911,4.83,
0.0451577,-0.00088068,4.84,
0.0469202,-0.000995092,4.85,
0.0487731,-0.00124056,4.86,
0.0504679,-0.00146033,4.87,
0.0518996,-0.00159713,4.88,
0.0532928,-0.00173122,4.89,
0.0548107,-0.00186244,4.9,
0.056568,-0.00191379,4.91,
0.0586374,-0.00187969,4.92,
0.0609256,-0.001861,4.93,
0.0633475,-0.00195103,4.94,
0.0658042,-0.00211982,4.95,
0.0681512,-0.00230543,4.96,
0.0704564,-0.00253284,4.97,
0.0728686,-0.00286593,4.98,
0.0754789,-0.00325392,4.99,
0.078283,-0.00358068,5,
